,N2O,CO2,DO,NH_4,NO3,Qair_meas
2012-08-18 20:32:00,64.0723,40823.3,2.2019675,1.2876157,1.4988426,6274.884
2012-08-18 20:33:00,64.2104,40804.9,2.1903934,1.2731481,1.4988426,6228.8047
2012-08-18 20:34:00,64.1968,40801.6,2.1296296,1.2702546,1.4988426,6254.6294
2012-08-18 20:35:00,64.3323,40813.6,2.1875,1.267361,1.9618055,6204.499
2012-08-18 20:36:00,64.6487,40828.8,2.2395833,1.2702546,1.9618055,6290.581
2012-08-18 20:37:00,64.8186,40835.9,2.1961806,1.2731481,1.9618055,6249.059
2012-08-18 20:38:00,65.1774,40857.1,2.204861,1.2210648,1.9618055,6223.741
2012-08-18 20:39:00,65.6831,40867.5,2.1527777,1.2268518,1.9618055,6281.973
2012-08-18 20:40:00,65.6784,40872.0,2.204861,1.2210648,1.9155092,6306.785
2012-08-18 20:41:00,65.7917,40870.8,2.2598379,1.1844136,1.9155092,6243.9956
2012-08-18 20:42:00,65.8102,40847.2,2.2482638,1.1477623,1.9155092,6259.1865
2012-08-18 20:43:00,65.785,40829.1,2.2598379,1.111111,1.9155092,6282.4795
2012-08-18 20:44:00,65.8325,40828.2,2.2569444,1.1140046,1.9155092,6293.1133
2012-08-18 20:45:00,65.6242,40821.4,2.2280092,1.1168981,1.8749999,6287.0366
2012-08-18 20:46:00,65.5937,40798.3,2.2309027,1.1197916,1.8634259,6303.7466
2012-08-18 20:47:00,65.6272,40796.3,2.2453704,1.1226852,1.8749999,6325.5205
2012-08-18 20:48:00,65.9522,40811.3,2.2280092,1.1342592,1.8692129,6295.645
2012-08-18 20:49:00,66.0527,40798.0,2.2974536,1.1400462,1.8634259,6271.8457
2012-08-18 20:50:00,66.0843,40780.8,2.2598379,1.1183448,1.8576388,6308.304
2012-08-18 20:51:00,66.2706,40769.0,2.2395833,1.0966434,1.8576388,6335.648
2012-08-18 20:52:00,66.4937,40757.3,2.254051,1.0749421,1.8576388,6341.218
2012-08-18 20:53:00,66.4648,40734.1,2.210648,1.0532407,1.8576388,6267.795
2012-08-18 20:54:00,66.4027,40708.9,2.2482638,1.0648148,1.8576388,6258.174
2012-08-18 20:55:00,66.2723,40686.7,2.3177083,1.0619212,2.210648,6322.4824
2012-08-18 20:56:00,66.3084,40680.5,2.2685184,1.0590277,2.210648,6266.782
2012-08-18 20:57:00,66.2873,40684.4,2.2280092,1.0561342,2.210648,6301.721
2012-08-18 20:58:00,66.3162,40684.1,2.271412,1.0532407,2.210648,6266.276
2012-08-18 20:59:00,66.2158,40673.5,2.2598379,1.0590277,2.210648,6278.4287
2012-08-18 21:00:00,66.1693,40680.6,2.2251158,1.0648148,2.5983796,6261.212
2012-08-18 21:01:00,66.1465,40660.7,2.2685184,1.0262345,2.5983796,6306.785
2012-08-18 21:02:00,66.1241,40475.4,2.2251158,0.98765427,2.5983796,6300.7085
2012-08-18 21:03:00,65.9511,40332.5,2.0891204,0.94907403,2.5983796,6286.024
2012-08-18 21:04:00,65.9547,40330.3,2.271412,0.945216,2.5983796,6291.594
2012-08-18 21:05:00,65.9249,40329.0,2.2337961,0.941358,2.8993053,6345.2686
2012-08-18 21:06:00,65.9036,40326.4,2.2482638,0.93749994,2.900752,6322.4824
2012-08-18 21:07:00,65.7708,40323.0,2.3032408,0.93460643,2.9021988,6382.2334
2012-08-18 21:08:00,65.7883,40319.0,2.3177083,0.9317129,2.9036458,6381.2207
2012-08-18 21:09:00,65.804,40314.1,2.2743056,0.93749994,2.9050925,6309.317
2012-08-18 21:10:00,65.7755,40308.7,2.2641783,0.93749994,2.7777777,6335.648
2012-08-18 21:11:00,65.657,40302.4,2.254051,0.93749994,2.7777777,6361.4727
2012-08-18 21:12:00,65.709,40295.5,2.199074,0.93749994,2.7777777,6315.8994
2012-08-18 21:13:00,65.7294,40287.4,2.254051,0.93749994,2.7777777,6297.6704
2012-08-18 21:14:00,65.6764,40279.5,2.2164352,0.94907403,2.7777777,6341.218
2012-08-18 21:15:00,65.6074,40270.3,2.282986,0.94473374,2.4421296,6310.836
2012-08-18 21:16:00,65.6043,40259.6,2.277199,0.94039345,2.4421296,6344.256
2012-08-18 21:17:00,65.6285,40248.9,2.3119211,0.9360532,2.4421296,6359.9536
2012-08-18 21:18:00,65.4796,40237.6,2.330729,0.9317129,2.4421296,6349.826
2012-08-18 21:19:00,65.3933,40226.5,2.349537,0.94039345,2.4421296,6367.0425
2012-08-18 21:20:00,65.3527,40215.8,2.277199,0.94907403,2.1527777,6325.014
2012-08-18 21:21:00,65.3095,40204.3,2.2916665,0.92399687,2.1527777,6398.9434
2012-08-18 21:22:00,65.3371,40192.6,2.3032408,0.8989197,2.1527777,6343.243
2012-08-18 21:23:00,65.322,40180.0,2.3408563,0.87384254,2.1527777,6323.495
2012-08-18 21:24:00,65.2317,40165.9,2.2569444,0.8796296,2.1527777,6329.065
2012-08-18 21:25:00,65.2336,40152.7,2.2164352,0.87384254,2.511574,6367.549
2012-08-18 21:26:00,65.2418,40138.8,2.2598379,0.8796296,2.511574,6353.3706
2012-08-18 21:27:00,65.1978,40124.6,2.254051,0.9317129,2.511574,6427.8066
2012-08-18 21:28:00,65.1452,40109.1,2.3032408,0.98379624,2.511574,6441.985
2012-08-18 21:29:00,65.0854,40094.1,2.2424767,0.98379624,2.511574,6414.135
2012-08-18 21:30:00,65.0969,40078.7,2.2453704,0.98379624,2.9513888,6475.405
2012-08-18 21:31:00,65.0395,40063.7,2.2164352,0.98379624,2.9513888,6424.2617
2012-08-18 21:32:00,65.0686,40047.6,2.1846063,0.98379624,2.9513888,6467.809
2012-08-18 21:33:00,64.9751,40031.6,2.1903934,0.9895833,2.9513888,6460.214
2012-08-18 21:34:00,64.9868,40015.1,2.2164352,0.98379624,2.9513888,6417.679
2012-08-18 21:35:00,64.9016,39999.4,2.2453704,0.9895833,3.454861,6430.3384
2012-08-18 21:36:00,64.9109,39983.1,2.2280092,0.98379624,3.454861,6422.7427
2012-08-18 21:37:00,64.8252,39967.4,2.2627313,1.027199,3.454861,6401.4756
2012-08-18 21:38:00,64.7417,39951.9,2.300347,1.0706018,3.454861,6352.8643
2012-08-18 21:39:00,64.7539,39935.8,2.271412,1.0734954,3.454861,6386.284
2012-08-18 21:40:00,64.6898,39919.2,2.2193286,1.0763888,3.2754629,6412.615
2012-08-18 21:41:00,64.6494,39902.5,2.1238425,1.0706018,3.2754629,6450.0864
2012-08-18 21:42:00,64.7067,39886.0,2.0804398,1.0763888,3.2754629,6404.0073
2012-08-18 21:43:00,64.5101,39869.3,2.1701388,1.0416666,3.2754629,6427.3
2012-08-18 21:44:00,64.5998,39852.7,2.126736,1.0358796,3.2754629,6470.3413
2012-08-18 21:45:00,64.4491,39835.5,2.1961806,1.0387731,3.1828701,6489.0767
2012-08-18 21:46:00,64.552,39818.6,2.1701388,1.0416666,3.1828701,6511.357
2012-08-18 21:47:00,64.4362,39801.8,2.2424767,1.1255786,3.1828701,4835.286
2012-08-18 21:48:00,64.3775,39784.6,2.097801,1.2094907,3.1828701,5733.0728
2012-08-18 21:49:00,64.4205,39767.1,1.9357638,1.1979166,3.1828701,6055.121
2012-08-18 21:50:00,64.4245,39749.8,1.7621527,1.2094907,3.0150461,6298.177
2012-08-18 21:51:00,64.3743,39732.4,1.8200231,1.1979166,3.0150461,6561.487
2012-08-18 21:52:00,64.2281,39715.4,1.9068286,1.2094907,3.0150461,6776.6924
2012-08-18 21:53:00,64.261,39697.5,2.0399306,1.2152778,3.0150461,6862.268
2012-08-18 21:54:00,64.1364,39680.2,2.0862267,1.2123842,3.0150461,6949.3633
2012-08-18 21:55:00,64.1934,39662.4,2.1614583,1.2094907,3.2638888,6857.711
2012-08-18 21:56:00,64.0497,39644.9,2.254051,1.2152778,3.2494211,6914.93
2012-08-18 21:57:00,64.0363,39627.5,2.300347,1.2094907,3.2349536,7169.6323
2012-08-18 21:58:00,64.0881,39609.8,2.288773,1.3946759,3.2204862,6961.0093
2012-08-18 21:59:00,64.1607,39592.3,2.2685184,1.3927468,3.2060184,6855.179
2012-08-18 22:00:00,64.1502,39575.2,2.2974536,1.3908179,3.2060184,6808.087
2012-08-18 22:01:00,64.0402,39558.0,2.2916665,1.3888888,3.2060184,6770.11
2012-08-18 22:02:00,64.1054,39540.6,2.2685184,1.4149306,3.2060184,6672.381
2012-08-18 22:03:00,63.9968,39522.8,2.210648,1.4409722,3.2060184,6748.336
2012-08-18 22:04:00,63.8646,39505.3,2.1238425,1.4467592,3.0902777,6744.7915
2012-08-18 22:05:00,63.8881,39487.8,2.1180556,1.4448302,3.0902777,6702.763
2012-08-18 22:06:00,63.8707,39469.9,2.097801,1.4429013,3.0902777,6739.7275
2012-08-18 22:07:00,63.8389,39451.6,2.1122684,1.4409722,3.0902777,6732.6387
2012-08-18 22:08:00,63.7827,39433.5,2.0934606,1.6203703,3.0902777,6702.763
2012-08-18 22:09:00,63.6643,39415.6,2.0746527,1.6261574,2.65625,6740.234
2012-08-18 22:10:00,63.6903,39397.8,2.065972,1.6203703,2.65625,6712.384
2012-08-18 22:11:00,63.7043,39379.8,2.1585648,1.6415894,2.65625,6724.0303
2012-08-18 22:12:00,63.7037,39362.0,2.1122684,1.6628085,2.65625,6662.254
2012-08-18 22:13:00,63.4966,39344.0,2.126736,1.6840277,2.65625,6679.47
2012-08-18 22:14:00,63.5685,39325.6,2.1122684,1.6898148,2.4016204,6699.2183
2012-08-18 22:15:00,63.4904,39308.3,2.0833333,1.6840277,2.4016204,6684.0273
2012-08-18 22:16:00,63.4174,39291.3,2.1296296,1.6869212,2.4016204,6678.4575
2012-08-18 22:17:00,63.4382,39273.9,2.115162,1.6898148,2.4016204,6608.579
2012-08-18 22:18:00,63.4293,39256.4,2.0515046,1.7939814,2.4016204,6662.7603
2012-08-18 22:19:00,63.3549,39238.8,2.03125,1.7881944,2.204861,6697.193
2012-08-18 22:20:00,63.4412,39221.7,2.0081017,1.8330439,2.204861,6647.5693
2012-08-18 22:21:00,63.4271,39203.9,1.9849536,1.8778934,2.204861,6687.572
2012-08-18 22:22:00,63.3517,39186.5,2.042824,1.922743,2.204861,6748.8423
2012-08-18 22:23:00,63.2778,39169.1,2.0746527,1.9675925,2.204861,6715.4224
2012-08-18 22:24:00,63.2983,39152.3,2.1122684,1.9733796,1.9675925,6803.0234
2012-08-18 22:25:00,63.1999,39134.7,2.144097,1.9806135,1.9675925,6813.151
2012-08-18 22:26:00,63.2141,39117.1,2.1556711,1.9878472,1.9675925,6797.96
2012-08-18 22:27:00,63.0971,39100.1,2.175926,1.995081,1.9675925,6798.9727
2012-08-18 22:28:00,63.138,39082.9,2.1614583,2.0023148,1.9675925,6903.79
2012-08-18 22:29:00,63.0614,39064.6,2.1180556,1.9907407,1.8287036,6959.9966
2012-08-18 22:30:00,63.0048,39047.3,2.0891204,1.9965277,1.8229166,6976.2007
2012-08-18 22:31:00,63.0018,39030.5,2.132523,2.0023148,1.8287036,6930.6274
2012-08-18 22:32:00,62.9077,39013.5,2.1296296,2.0630786,1.8229166,7010.6333
2012-08-18 22:33:00,62.8831,38996.3,2.126736,2.1238425,1.8055556,7031.3945
2012-08-18 22:34:00,63.0206,38979.2,2.1614583,2.1180556,1.7881944,7064.308
2012-08-18 22:35:00,62.9276,38961.9,2.2453704,2.1238425,1.7881944,7123.5527
2012-08-18 22:36:00,62.7457,38943.8,2.1903934,2.120949,1.7881944,7058.7383
2012-08-18 22:37:00,62.7796,38926.6,2.199074,2.1180556,1.7881944,7048.611
2012-08-18 22:38:00,62.8118,38909.5,2.210648,2.210648,1.7881944,7130.1357
2012-08-18 22:39:00,62.7664,38891.3,2.277199,2.2077546,1.7650462,7188.874
2012-08-18 22:40:00,62.7726,38874.0,2.2193286,2.204861,1.7650462,7133.174
2012-08-18 22:41:00,62.6763,38856.8,2.2424767,2.2077546,1.7650462,7193.9375
2012-08-18 22:42:00,62.6285,38839.0,2.1730323,2.210648,1.7650462,7189.8867
2012-08-18 22:43:00,62.6071,38821.2,2.2424767,2.1817129,1.7650462,7258.7524
2012-08-18 22:44:00,62.6249,38803.5,2.2858796,2.1797838,1.7476851,7246.0933
2012-08-18 22:45:00,62.5826,38786.5,2.2916665,2.177855,1.745756,7236.4727
2012-08-18 22:46:00,62.529,38769.2,2.254051,2.175926,1.7438271,7283.5645
2012-08-18 22:47:00,62.4743,38751.9,2.2627313,2.1817129,1.7418981,7355.4683
2012-08-18 22:48:00,62.3657,38735.3,2.2685184,2.199074,1.7476851,7322.5547
2012-08-18 22:49:00,62.4007,38717.9,2.3900461,2.210648,1.7881944,7398.003
2012-08-18 22:50:00,62.398,38701.2,2.3871527,2.199074,1.7881944,7434.968
2012-08-18 22:51:00,62.4106,38684.9,2.4652777,2.2019675,1.7881944,7411.675
2012-08-18 22:52:00,62.3696,38667.7,2.3408563,2.204861,1.7881944,7423.3213
2012-08-18 22:53:00,62.2569,38650.0,2.3755786,2.2511573,1.7881944,7425.3467
2012-08-18 22:54:00,62.2907,38633.4,2.4189813,2.2511573,2.0775461,7447.1206
2012-08-18 22:55:00,62.2458,38616.0,2.4710648,2.2511573,2.0775461,7468.8945
2012-08-18 22:56:00,62.1761,38598.3,2.4884257,2.2511573,2.0775461,7503.327
2012-08-18 22:57:00,62.1356,38581.4,2.4768517,2.2511573,2.0775461,7493.1997
2012-08-18 22:58:00,62.1399,38563.9,2.4074073,2.2627313,2.0775461,7514.4673
2012-08-18 22:59:00,62.0836,38546.4,2.421875,2.2598379,2.4826388,7531.6836
2012-08-18 23:00:00,62.1142,38529.6,2.4160879,2.2569444,2.4710648,7516.999
2012-08-18 23:01:00,62.0429,38512.0,2.3755786,2.2627313,2.541956,7577.763
2012-08-18 23:02:00,61.9662,38495.2,2.3987267,2.222222,2.6128473,7552.951
2012-08-18 23:03:00,61.9541,38479.2,2.4942129,2.1817129,2.6837385,7595.486
2012-08-18 23:04:00,61.8732,38463.3,2.4855323,2.1797838,2.7546296,7559.0273
2012-08-18 23:05:00,61.8966,38446.3,2.4045138,2.177855,2.7546296,7619.285
2012-08-18 23:06:00,61.8271,38430.1,2.3119211,2.175926,2.7546296,7603.081
2012-08-18 23:07:00,61.8189,38414.3,2.4768517,2.1788194,2.7546296,7648.6543
2012-08-18 23:08:00,61.7912,38398.2,2.5752313,2.1817129,2.7546296,7684.606
2012-08-18 23:09:00,61.7874,38381.9,2.3929398,2.175926,2.7719905,7783.854
2012-08-18 23:10:00,61.685,38365.1,2.433449,2.1817129,2.7719905,7854.745
2012-08-18 23:11:00,61.6955,38348.9,2.5028934,2.1778548,2.7719905,7831.9585
2012-08-18 23:12:00,61.6118,38332.4,2.505787,2.173997,2.7719905,7806.64
2012-08-18 23:13:00,61.6511,38316.5,2.4768517,2.1701388,2.7719905,7842.5923
2012-08-18 23:14:00,61.6287,38299.5,2.5028934,2.168692,2.6273148,7928.6743
2012-08-18 23:15:00,61.4536,38282.6,2.5810184,2.1672454,2.6273148,7959.5625
2012-08-18 23:16:00,61.553,38266.1,2.4768517,2.1657984,2.6273148,7908.9263
2012-08-18 23:17:00,61.461,38249.2,2.6388888,2.1643517,2.6273148,7980.83
2012-08-18 23:18:00,61.4269,38232.3,2.7054398,2.1180556,2.6273148,7926.1426
2012-08-18 23:19:00,61.5204,38216.7,2.7314813,2.120949,2.4305556,7969.1836
2012-08-18 23:20:00,61.4129,38200.9,2.6938655,2.1238425,2.4305556,7960.069
2012-08-18 23:21:00,61.4013,38184.5,2.6244211,2.1180556,2.4305556,7939.308
2012-08-18 23:22:00,61.3117,38168.5,2.7228007,2.1238425,2.4305556,7991.464
2012-08-18 23:23:00,61.2754,38151.7,2.7218363,2.0601852,2.4305556,7923.1045
2012-08-18 23:24:00,61.283,38134.7,2.7208717,2.0621142,2.6967592,8083.622
2012-08-18 23:25:00,61.2336,38117.5,2.7199073,2.064043,2.6967592,8156.0327
2012-08-18 23:26:00,61.182,38100.9,2.6822915,2.065972,2.6967592,8104.3833
2012-08-18 23:27:00,61.0752,38084.4,2.667824,2.0601852,2.6967592,8046.1514
2012-08-18 23:28:00,61.0684,38067.3,2.7372684,2.0949073,2.6967592,8102.8643
2012-08-18 23:29:00,58.1679,36904.9,2.8096063,2.1064813,2.8414352,8120.0806
2012-08-18 23:30:00,59.7484,37229.2,2.8327546,2.0949073,2.8414352,8057.798
2012-08-18 23:31:00,63.051,37567.4,2.7112267,2.1064813,2.8414352,8102.358
2012-08-18 23:32:00,65.1715,37774.3,2.5202546,2.0775461,2.8414352,8151.475
2012-08-18 23:33:00,66.193,37888.4,2.6388888,2.048611,2.8414352,8107.9277
2012-08-18 23:34:00,66.5165,37938.9,2.7372684,2.048611,3.0208333,8163.628
2012-08-18 23:35:00,66.6757,37992.1,2.7112267,2.048611,3.0208333,8176.287
2012-08-18 23:36:00,66.5235,38020.1,2.6938655,2.048611,3.0208333,8212.745
2012-08-18 23:37:00,66.324,38030.1,2.8269675,2.048611,3.0208333,8234.52
2012-08-18 23:38:00,65.9775,38041.0,2.8211806,2.0601852,3.0208333,8245.153
2012-08-18 23:39:00,65.5094,38038.7,2.7170138,2.054398,2.7199073,8356.554
2012-08-18 23:40:00,64.8161,38014.8,2.7228007,2.056327,2.7199073,8358.072
2012-08-18 23:41:00,64.2348,37998.8,2.7777777,2.0582561,2.7199073,8316.044
2012-08-18 23:42:00,63.7844,37985.1,2.8530092,2.0601852,2.7199073,8390.986
2012-08-18 23:43:00,63.373,37957.9,2.7633102,1.9675925,2.7199073,8423.394
2012-08-18 23:44:00,62.796,37914.6,2.8125,1.9618055,2.6041665,8461.878
2012-08-18 23:45:00,62.3008,37887.9,3.0266204,1.9675925,2.6041665,8405.671
2012-08-18 23:46:00,61.7886,37874.0,2.9484954,1.964699,2.6041665,8548.466
2012-08-18 23:47:00,61.173,37828.9,2.847222,1.9618055,2.6041665,8486.689
2012-08-18 23:48:00,60.3665,37810.1,2.9050925,2.0254629,2.6041665,8487.195
2012-08-18 23:49:00,59.7085,37824.0,2.9658563,2.019676,2.34375,8548.466
2012-08-18 23:50:00,59.2507,37831.3,2.7777777,2.0254629,2.34375,8547.96
2012-08-18 23:51:00,58.7304,37837.1,2.8819444,2.019676,2.34375,8599.609
2012-08-18 23:52:00,58.2231,37836.9,2.9050925,2.008102,2.34375,8618.851
2012-08-18 23:53:00,57.7969,37844.5,3.0150461,1.9965277,2.34375,8341.362
2012-08-18 23:54:00,57.2284,37846.7,2.9398148,1.9907407,2.8645833,8467.954
2012-08-18 23:55:00,57.0603,37870.6,2.9716434,1.9936342,2.8645833,8515.046
2012-08-18 23:56:00,56.5522,37868.8,2.9282405,1.9965277,2.8645833,8535.301
2012-08-18 23:57:00,55.376,37859.3,2.991898,1.9791665,2.8645833,8607.711
2012-08-18 23:58:00,53.691,37843.6,3.0208333,1.9618055,2.8645833,8527.705
2012-08-18 23:59:00,51.3552,37843.9,3.0873842,1.9618055,3.1539352,8559.1
2012-08-19 00:00:00,49.0198,37861.3,2.980324,1.9618055,3.1539352,8664.424
2012-08-19 00:01:00,46.7052,37882.5,2.8761573,1.9618055,3.1539352,8688.223
2012-08-19 00:02:00,44.5865,37892.0,3.0237267,1.9618055,3.1539352,8711.01
2012-08-19 00:03:00,42.5704,37889.4,2.6302083,1.8518518,3.1539352,8665.943
2012-08-19 00:04:00,40.9323,37866.2,2.8067129,1.8576388,3.5706017,8700.376
2012-08-19 00:05:00,39.5439,37856.3,2.8790507,1.8518518,3.5706017,8709.49
2012-08-19 00:06:00,38.1479,37829.6,3.0439813,1.8576388,3.5706017,8714.048
2012-08-19 00:07:00,36.9028,37780.8,3.0237267,1.8634259,3.5706017,8747.468
2012-08-19 00:08:00,35.6931,37759.2,3.0931711,1.730324,3.5706017,8789.496
2012-08-19 00:09:00,34.5288,37770.3,3.0989583,1.730324,3.3622684,8752.531
2012-08-19 00:10:00,33.6132,37767.5,3.1568286,1.730324,3.3622684,8805.193
2012-08-19 00:11:00,32.4901,37758.1,3.0671296,1.730324,3.3622684,8788.989
2012-08-19 00:12:00,31.4617,37747.7,3.0989583,1.730324,3.3622684,8775.824
2012-08-19 00:13:00,30.3953,37741.2,3.208912,1.6550926,3.3622684,8855.323
2012-08-19 00:14:00,29.5105,37754.3,3.0960648,1.6608796,3.472222,8901.909
2012-08-19 00:15:00,28.674,37764.6,3.1886573,1.6550926,3.472222,8833.044
2012-08-19 00:16:00,27.772,37767.4,3.2754629,1.6608796,3.472222,8805.193
2012-08-19 00:17:00,26.9435,37742.8,3.3420138,1.6550926,3.472222,8834.5625
2012-08-19 00:18:00,26.1589,37711.6,3.2523148,1.568287,3.472222,8820.385
2012-08-19 00:19:00,25.3419,37677.6,3.0005786,1.566358,3.773148,8765.19
2012-08-19 00:20:00,24.6176,37663.7,3.1076388,1.564429,3.773148,8791.016
2012-08-19 00:21:00,23.9319,37637.5,3.214699,1.5625,3.773148,8770.508
2012-08-19 00:22:00,23.1422,37600.2,3.2364004,1.5306714,3.773148,8750.0
2012-08-19 00:23:00,22.5428,37596.3,3.2581017,1.4988426,3.773148,8872.034
2012-08-19 00:24:00,21.9744,37627.9,3.1712961,1.5046296,3.917824,8860.894
2012-08-19 00:25:00,21.5829,37657.5,3.1278934,1.5104166,3.917824,8929.253
2012-08-19 00:26:00,20.9115,37643.4,3.1018517,1.4988426,3.917824,8818.359
2012-08-19 00:27:00,20.492,37631.2,3.1857638,1.4409722,3.917824,8873.553
2012-08-19 00:28:00,20.1534,37616.3,3.2754629,1.3831018,3.917824,8800.13
2012-08-19 00:29:00,19.6727,37605.6,3.208912,1.3715278,3.940972,8793.041
2012-08-19 00:30:00,19.1841,37583.7,3.3622684,1.3773148,3.940972,8850.26
2012-08-19 00:31:00,18.8318,37587.1,3.2841434,1.3831018,3.940972,8884.692
2012-08-19 00:32:00,18.5954,37573.7,3.2320602,1.3715278,3.940972,8852.285
2012-08-19 00:33:00,18.3002,37566.8,3.1828701,1.3310184,3.940972,8853.805
2012-08-19 00:34:00,18.0459,37551.9,3.1018517,1.3368055,3.8252313,8847.222
2012-08-19 00:35:00,17.6644,37532.9,3.2841434,1.3310184,3.8252313,8831.019
2012-08-19 00:36:00,17.2808,37522.8,3.3304398,1.3252314,3.8252313,8875.072
2012-08-19 00:37:00,16.8706,37491.4,3.3535879,1.3310184,3.8252313,8901.909
2012-08-19 00:38:00,16.451,37462.5,3.4172451,1.2384259,3.8252313,8802.155
2012-08-19 00:39:00,16.1934,37437.6,3.3535879,1.2442129,3.6458333,8772.786
2012-08-19 00:40:00,15.822,37424.7,3.4259257,1.2422838,3.6458333,8724.682
2012-08-19 00:41:00,15.5753,37438.4,3.382523,1.2403549,3.6458333,8843.677
2012-08-19 00:42:00,15.3518,37463.2,3.3564813,1.2384259,3.6458333,8804.181
2012-08-19 00:43:00,15.1102,37494.1,3.3854165,1.1342592,3.6458333,8814.814
2012-08-19 00:44:00,14.8287,37512.4,3.2667823,1.1313658,3.628472,8818.359
2012-08-19 00:45:00,14.7939,37519.8,3.2002313,1.1284722,3.628472,8856.843
2012-08-19 00:46:00,14.6423,37518.3,3.3449073,1.1342592,3.628472,8842.158
2012-08-19 00:47:00,14.506,37517.9,3.4317129,1.1313658,3.628472,8785.951
2012-08-19 00:48:00,14.2779,37536.0,3.4143517,1.1284722,3.628472,8858.362
2012-08-19 00:49:00,14.0923,37525.2,3.4635415,1.1342592,3.755787,8872.034
2012-08-19 00:50:00,13.8148,37485.0,3.5185184,1.1323302,3.755787,8834.5625
2012-08-19 00:51:00,13.6762,37466.8,3.4114583,1.1304013,3.755787,8896.339
2012-08-19 00:52:00,13.4468,37455.0,3.4837961,1.1284722,3.755787,8832.537
2012-08-19 00:53:00,13.3791,37405.1,3.5619211,1.1342592,3.755787,8928.24
2012-08-19 00:54:00,13.1053,37340.6,3.6718748,1.1284722,4.3055553,8832.031
2012-08-19 00:55:00,12.8827,37313.1,3.4114583,1.1342592,4.3055553,8841.651
2012-08-19 00:56:00,12.7372,37331.2,3.4895833,1.1284722,4.3055553,8839.626
2012-08-19 00:57:00,12.4857,37358.5,3.6140046,1.1342592,4.3055553,8824.941
2012-08-19 00:58:00,12.2458,37387.9,3.5792823,1.1313658,4.3055553,8860.894
2012-08-19 00:59:00,12.2071,37406.3,3.4403934,1.1284722,4.670139,8871.0205
2012-08-19 01:00:00,12.202,37383.7,3.6342592,1.1342592,4.670139,8842.664
2012-08-19 01:01:00,11.9507,37359.5,3.6197915,1.1313658,4.670139,8862.413
2012-08-19 01:02:00,11.8659,37347.7,3.689236,1.1284722,4.670139,8885.199
2012-08-19 01:03:00,11.7351,37323.8,3.5792823,0.943287,4.670139,8816.84
2012-08-19 01:04:00,11.699,37322.0,3.6603007,0.7581018,4.710648,8850.26
2012-08-19 01:05:00,11.5923,37315.9,3.6805553,0.76388884,4.710648,8836.588
2012-08-19 01:06:00,11.3629,37296.7,3.6371527,0.7609953,4.710648,8874.06
2012-08-19 01:07:00,11.2263,37298.8,3.7326388,0.7581018,4.710648,8883.174
2012-08-19 01:08:00,11.096,37322.2,3.7181711,0.76388884,4.710648,8878.616
2012-08-19 01:09:00,10.9225,37326.9,3.7962961,0.6597222,4.565972,8863.426
2012-08-19 01:10:00,10.7152,37326.0,3.8483796,0.6655092,4.565972,8845.703
2012-08-19 01:11:00,10.5341,37327.5,3.7239583,0.65682864,4.565972,8837.601
2012-08-19 01:12:00,10.4138,37342.2,3.7442129,0.6481481,4.565972,8833.044
2012-08-19 01:13:00,10.1855,37308.9,3.7905092,0.6597222,4.565972,8783.42
2012-08-19 01:14:00,10.2073,37251.6,3.7210648,0.5555555,4.4386573,8797.092
2012-08-19 01:15:00,10.1362,37054.1,3.8310184,0.5613426,4.4386573,8814.814
2012-08-19 01:16:00,10.0495,36954.3,3.8657405,0.55844903,4.4386573,8859.881
2012-08-19 01:17:00,10.098,36951.9,3.8802083,0.5555555,4.4386573,8870.008
2012-08-19 01:18:00,10.0842,36949.9,3.8773148,0.5497685,4.4386573,8815.32
2012-08-19 01:19:00,10.073,36947.6,3.935185,0.47453701,4.409722,8771.773
2012-08-19 01:20:00,10.0953,36944.9,4.0046296,0.4861111,4.415509,8805.193
2012-08-19 01:21:00,10.0572,36941.4,3.9554396,0.48225307,4.421296,8883.174
2012-08-19 01:22:00,10.1478,36937.1,3.917824,0.47839504,4.409722,8838.107
2012-08-19 01:23:00,10.2134,36932.0,3.9670138,0.47453701,4.4762726,8922.164
2012-08-19 01:24:00,10.176,36926.6,3.9207175,0.4108796,4.542824,8905.454
2012-08-19 01:25:00,10.0724,36920.6,3.9641201,0.4089506,4.542824,8874.565
2012-08-19 01:26:00,10.1338,36914.5,3.9554396,0.40702158,4.542824,8884.187
2012-08-19 01:27:00,10.1717,36907.5,4.036458,0.40509257,4.542824,8817.347
2012-08-19 01:28:00,10.1897,36900.4,4.114583,0.4108796,4.542824,8840.133
2012-08-19 01:29:00,10.2219,36893.2,4.1203704,0.34143516,4.7743053,8872.034
2012-08-19 01:30:00,10.2132,36885.7,4.186921,0.3298611,4.7743053,8929.76
2012-08-19 01:31:00,10.2751,36877.2,4.1666665,0.3125,4.7743053,8940.394
2012-08-19 01:32:00,10.2627,36868.6,4.201389,0.2951389,4.7743053,8907.4795
2012-08-19 01:33:00,10.2031,36859.8,4.091435,0.27777776,4.7743053,8880.136
2012-08-19 01:34:00,10.2859,36850.4,4.152199,0.26041666,5.046296,8954.065
2012-08-19 01:35:00,10.2604,36841.1,4.2447915,0.27199075,5.046296,8941.406
2012-08-19 01:36:00,10.3135,36830.7,4.2997684,0.2690972,5.046296,8940.899
2012-08-19 01:37:00,10.2326,36820.7,4.296875,0.2662037,5.046296,8968.243
